symbol	NMF rank	MMF localization	SAFE domain	SAFE localization	Entrez	BioGRID	HGNC	RefSeq	UniProt
SLC30A7	14	Golgi apparatus	9	Golgi apparatus	148867	127176	HGNC:19306	NM_133496	Q8NEW0
SLC30A9	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	10463	115726	HGNC:1329	NM_006345	Q6PML9
SLC33A1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	9197	114632	HGNC:95	NM_004733	O00400
SLC35A2	14	Golgi apparatus	9	Golgi apparatus	7355	113202	HGNC:11022	NM_005660	P78381
SLC35A3	6	ER lumen	4	ER lumen	23443	117010	HGNC:11023	NM_012243	Q9Y2D2
SLC35B2	14	Golgi apparatus	-	-	347734	131484	HGNC:16872	NM_001286509	Q8TB61
SLC35B4	6	ER lumen	4	ER lumen	84912	124349	HGNC:20584	NM_032826	Q969S0
SLC35E1	14	Golgi apparatus	1	no prediction	79939	123013	HGNC:20803	NM_024881	Q96K37
SLC35E3	6	ER lumen	4	ER lumen	55508	120688	HGNC:20864	NM_018656	Q7Z769
SLC35F2	7	endosome, lysosome	18	endosome, lysosome	54733	120116	HGNC:23615	NM_017515	Q8IXU6
SLC35F6	9	nucleoplasm	-	-	54978	120314	HGNC:26055	NM_017877	Q8N357
SLC38A1	11	plasma membrane	20	cell junction, plasma membrane	81539	123509	HGNC:13447	NM_001077484	Q9H2H9
SLC38A2	11	plasma membrane	20	cell junction, plasma membrane	54407	119943	HGNC:13448	NM_001307936	Q96QD8
SLC38A9	7	endosome, lysosome	18	endosome, lysosome	153129	127480	HGNC:26907	NM_173514	Q8NBW4
SLC39A10	11	plasma membrane	20	cell junction, plasma membrane	57181	121430	HGNC:20861	NM_001127257	Q9ULF5
SLC39A14	11	plasma membrane	20	cell junction, plasma membrane	23516	117063	HGNC:20858	NM_001128431	Q15043
SLC39A6	11	plasma membrane	20	cell junction, plasma membrane	25800	117332	HGNC:18607	NM_001099406	Q13433
SLC39A7	6	ER lumen	1	no prediction	7922	113652	HGNC:4927	NM_006979	Q92504
SLC3A2	11	plasma membrane	20	cell junction, plasma membrane	6520	112411	HGNC:11026	NM_001012661	P08195
SLC41A3	3	ER membrane	19	nuclear outer membrane-ER membrane network	54946	120285	HGNC:31046	NM_017836	Q96GZ6
SLC4A1AP	2	chromatin	22	chromatin, nucleoplasm	22950	116605	HGNC:13813	NM_018158	Q9BWU0
SLC4A2	14	Golgi apparatus	1	no prediction	6522	112413	HGNC:11028	NM_003040	P04920
SLC4A4	11	plasma membrane	20	cell junction, plasma membrane	8671	114219	HGNC:11030	NM_003759	Q9Y6R1
SLC4A7	11	plasma membrane	20	cell junction, plasma membrane	9497	114876	HGNC:11033	NM_003615	Q9Y6M7
SLC5A3	11	plasma membrane	20	cell junction, plasma membrane	6526	112417	HGNC:11038	NM_006933	P53794
SLC6A15	14	Golgi apparatus	20	cell junction, plasma membrane	55117	120426	HGNC:13621	NM_018057	Q9H2J7
SLC6A6	11	plasma membrane	20	cell junction, plasma membrane	6533	112424	HGNC:11052	NM_003043	P31641
SLC6A8	11	plasma membrane	20	cell junction, plasma membrane	6535	112426	HGNC:11055	NM_001142805	P48029
SLC6A9	11	plasma membrane	20	cell junction, plasma membrane	6536	112427	HGNC:11056	NM_201649	P48067
SLC7A1	11	plasma membrane	20	cell junction, plasma membrane	6541	112432	HGNC:11057	NM_003045	P30825
SLC7A11	11	plasma membrane	20	cell junction, plasma membrane	23657	117179	HGNC:11059	NM_014331	Q9UPY5
SLC7A2	11	plasma membrane	20	cell junction, plasma membrane	6542	112433	HGNC:11060	NM_003046	P52569
SLC7A5	11	plasma membrane	20	cell junction, plasma membrane	8140	113801	HGNC:11063	NM_003486	Q01650
SLC7A6	11	plasma membrane	20	cell junction, plasma membrane	9057	114519	HGNC:11064	NM_003983	Q92536
SLC9A1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6548	112438	HGNC:11071	NM_003047	P19634
SLC9A3R1	11	plasma membrane	18	endosome, lysosome	9368	114769	HGNC:11075	NM_004252	O14745
SLC9A3R2	11	plasma membrane	20	cell junction, plasma membrane	9351	114754	HGNC:11076	NM_001130012	Q15599
SLC9A7	20	early endosome, recycling endosome	18	endosome, lysosome	84679	124198	HGNC:17123	NM_032591	Q96T83
SLCO3A1	11	plasma membrane	20	cell junction, plasma membrane	28232	118181	HGNC:10952	NM_013272	Q9UIG8
SLCO4A1	11	plasma membrane	20	cell junction, plasma membrane	28231	118180	HGNC:10953	NM_016354	Q96BD0
SLCO4C1	20	early endosome, recycling endosome	1	no prediction	353189	131662	HGNC:23612	NM_180991	Q6ZQN7
SLF2	9	nucleoplasm	22	chromatin, nucleoplasm	55719	120841	HGNC:17814	NM_001136123	Q8IX21
SLFN11	2	chromatin	-	-	91607	124851	HGNC:26633	NM_152270	Q7Z7L1
SLIT2	6	ER lumen	4	ER lumen	9353	114756	HGNC:11086	NM_001289135	O94813
SLK	11	plasma membrane	20	cell junction, plasma membrane	9748	115096	HGNC:11088	NM_014720	Q9H2G2
SLMAP	15	nuclear outer membrane-ER membrane network	-	-	7871	113620	HGNC:16643	NM_007159	Q14BN4
SLTM	10	nuclear body	3	splicing speckles, nucleolus	79811	122906	HGNC:20709	NM_024755	Q9NWH9
SLU7	10	nuclear body	22	chromatin, nucleoplasm	10569	115820	HGNC:16939	NM_006425	O95391
SMAP1	5	actin cytoskeleton, cytosol	6	clathrin coat	60682	121956	HGNC:19651	NM_001044305	Q8IYB5
SMAP2	7	endosome, lysosome	6	clathrin coat	64744	122260	HGNC:25082	NM_022733	Q8WU79
SMARCA1	9	nucleoplasm	22	chromatin, nucleoplasm	6594	112478	HGNC:11097	NM_003069	P28370
SMARCA2	9	nucleoplasm	17	Arp2/3 protein complex	6595	112479	HGNC:11098	NM_003070	P51531
SMARCA4	9	nucleoplasm	17	Arp2/3 protein complex	6597	112481	HGNC:11100	NM_003072	P51532
SMARCA5	9	nucleoplasm	22	chromatin, nucleoplasm	8467	114045	HGNC:11101	NM_003601	O60264
SMARCAD1	2	chromatin	22	chromatin, nucleoplasm	56916	121244	HGNC:18398	NM_020159	Q9H4L7
SMARCC1	2	chromatin	22	chromatin, nucleoplasm	6599	112483	HGNC:11104	NM_003074	Q92922
SMARCC2	2	chromatin	22	chromatin, nucleoplasm	6601	112485	HGNC:11105	NM_001130420	Q8TAQ2
SMARCE1	2	chromatin	1	no prediction	6605	112489	HGNC:11109	NM_003079	Q969G3
SMC1A	19	miscellaneous	-	-	8243	113871	HGNC:11111	NM_006306	Q14683
SMC2	19	miscellaneous	-	-	10592	115841	HGNC:14011	NM_001042550	O95347
SMCHD1	2	chromatin	22	chromatin, nucleoplasm	23347	116929	HGNC:29090	NM_015295	A6NHR9
SMCR8	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	140775	126704	HGNC:17921	NM_144775	Q8TEV9
SMG1	5	actin cytoskeleton, cytosol	-	-	23049	116687	HGNC:30045	NM_015092	Q96Q15
SMG7	12	centrosome	14	centrosome enriched, P-body enriched	9887	115218	HGNC:16792	NM_014837	Q92540
SMIM12	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	113444	125245	HGNC:25154	NM_138428	Q96EX1
SMIM20	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	389203	133034	HGNC:37260	NM_001145432	Q8N5G0
SMN1	9	nucleoplasm	-	-	6606	112490	HGNC:11117	NM_000344	Q16637
SMN2	19	miscellaneous	1	no prediction	6607	112491	HGNC:11118	NM_017411	Q16637
SMNDC1	2	chromatin	22	chromatin, nucleoplasm	10285	115574	HGNC:16900	NM_005871	O75940
SMO	20	early endosome, recycling endosome	18	endosome, lysosome	6608	112492	HGNC:11119	NM_005631	Q99835
SMPD2	15	nuclear outer membrane-ER membrane network	1	no prediction	6610	112494	HGNC:11121	NM_003080	O60906
SMPD4	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	55627	120766	HGNC:32949	NM_017751	Q9NXE4
SNAP23	11	plasma membrane	20	cell junction, plasma membrane	8773	114303	HGNC:11131	NM_003825	O00161
SNAP25	11	plasma membrane	1	no prediction	6616	112500	HGNC:11132	NM_130811	P60880
SNAP29	15	nuclear outer membrane-ER membrane network	1	no prediction	9342	114748	HGNC:11133	NM_004782	O95721
SNAP47	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	116841	125534	HGNC:30669	NM_053052	Q5SQN1
SNAPIN	7	endosome, lysosome	18	endosome, lysosome	23557	117101	HGNC:17145	NM_012437	O95295
SND1	16	cytoplasmic ribonucleoprotein granule	1	no prediction	27044	117974	HGNC:30646	NM_014390	Q7KZF4
SNRNP200	10	nuclear body	5	spliceosomal complex I	23020	116661	HGNC:30859	NM_014014	O75643
SNRNP40	19	miscellaneous	5	spliceosomal complex I	9410	114805	HGNC:30857	NM_004814	Q96DI7
SNRPB	19	miscellaneous	5	spliceosomal complex I	6628	112512	HGNC:11153	NM_003091	P14678
SNRPD1	10	nuclear body	5	spliceosomal complex I	6632	112516	HGNC:11158	NM_006938	P62314
SNRPD2	10	nuclear body	5	spliceosomal complex I	6633	112517	HGNC:11159	NM_004597	P62316
SNRPD3	10	nuclear body	-	-	6634	112518	HGNC:11160	NM_004175	P62318
SNRPE	5	actin cytoskeleton, cytosol	-	-	6635	112519	HGNC:11161	NM_003094	P62304
SNRPG	2	chromatin	5	spliceosomal complex I	6637	112521	HGNC:11163	NM_001317165	P62308
SNTB1	11	plasma membrane	20	cell junction, plasma membrane	6641	112524	HGNC:11168	NM_021021	Q13884
SNTB2	1	cell junction	-	-	6645	112528	HGNC:11169	NM_006750	Q13425
SNW1	10	nuclear body	3	splicing speckles, nucleolus	22938	116597	HGNC:16696	NM_012245	Q13573
SNX1	7	endosome, lysosome	18	endosome, lysosome	6642	112525	HGNC:11172	NM_003099	Q13596
SNX12	7	endosome, lysosome	18	endosome, lysosome	29934	118974	HGNC:14976	NM_013346	Q9UMY4
SNX13	7	endosome, lysosome	18	endosome, lysosome	23161	116773	HGNC:21335	NM_015132	Q9Y5W8
SNX14	7	endosome, lysosome	18	endosome, lysosome	57231	121463	HGNC:14977	NM_153816	Q9Y5W7
SNX17	7	endosome, lysosome	-	-	9784	115128	HGNC:14979	NM_014748	Q15036
SNX19	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	399979	134476	HGNC:21532	NM_014758	Q92543
SNX2	7	endosome, lysosome	18	endosome, lysosome	6643	112526	HGNC:11173	NM_003100	O60749
SNX24	11	plasma membrane	1	no prediction	28966	118791	HGNC:21533	NM_014035	Q9Y343
SNX27	7	endosome, lysosome	18	endosome, lysosome	81609	123546	HGNC:20073	NM_030918	Q96L92
SNX29	7	endosome, lysosome	18	endosome, lysosome	92017	124903	HGNC:30542	NM_032167	Q8TEQ0
SNX3	7	endosome, lysosome	18	endosome, lysosome	8724	114263	HGNC:11174	NM_001300928	O60493
SNX30	20	early endosome, recycling endosome	18	endosome, lysosome	401548	135142	HGNC:23685	NM_001012994	Q5VWJ9
SNX4	5	actin cytoskeleton, cytosol	-	-	8723	114262	HGNC:11175	NM_003794	O95219
SNX5	7	endosome, lysosome	18	endosome, lysosome	27131	118022	HGNC:14969	NM_001282454	Q9Y5X3
SNX6	7	endosome, lysosome	18	endosome, lysosome	58533	121852	HGNC:14970	NM_021249	Q9UNH7
SNX7	7	endosome, lysosome	1	no prediction	51375	119508	HGNC:14971	NM_015976	Q9UNH6
SNX9	1	cell junction	-	-	51429	119535	HGNC:14973	NM_016224	Q9Y5X1
SOAT1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6646	112529	HGNC:11177	NM_003101	P35610
SOD1	19	miscellaneous	22	chromatin, nucleoplasm	6647	112530	HGNC:11179	NM_000454	P00441
SOGA1	17	microtubule cytoskeleton	15	microtubule cytoskeleton	140710	126666	HGNC:16111	NM_199181	O94964
SON	10	nuclear body	3	splicing speckles, nucleolus	6651	112534	HGNC:11183	NM_138927	P18583
SORBS1	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	10580	115831	HGNC:14565	NM_001034954	Q9BX66
SORBS2	12	centrosome	20	cell junction, plasma membrane	8470	114047	HGNC:24098	NM_003603	O94875
SORBS3	5	actin cytoskeleton, cytosol	1	no prediction	10174	115475	HGNC:30907	NM_005775	O60504
SOWAHC	11	plasma membrane	20	cell junction, plasma membrane	65124	122402	HGNC:26149	NM_023016	Q53LP3
SPAG1	11	plasma membrane	1	no prediction	6674	112556	HGNC:11212	NM_172218	Q07617
SPAG5	17	microtubule cytoskeleton	1	no prediction	10615	115861	HGNC:13452	NM_006461	Q96R06
SPAG7	2	chromatin	22	chromatin, nucleoplasm	9552	114924	HGNC:11216	NM_004890	O75391
SPAG9	7	endosome, lysosome	18	endosome, lysosome	9043	114505	HGNC:14524	NM_003971	O60271
SPART	5	actin cytoskeleton, cytosol	-	-	23111	116734	HGNC:18514	NM_001142294	Q8N0X7
SPATA2	12	centrosome	14	centrosome enriched, P-body enriched	9825	115163	HGNC:14681	NM_006038	Q9UM82
SPATA20	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	64847	122320	HGNC:26125	NM_022827	Q8TB22
SPATA24	12	centrosome	10	centrosome	202051	128415	HGNC:27322	NM_194296	Q86W54
SPATA5L1	19	miscellaneous	12	anaphase-promoting complex, kinesin complex	79029	122496	HGNC:28762	NM_024063	Q9BVQ7
SPATS2	16	cytoplasmic ribonucleoprotein granule	-	-	65244	122410	HGNC:18650	NM_023071	Q86XZ4
SPATS2L	16	cytoplasmic ribonucleoprotein granule	-	-	26010	117483	HGNC:24574	NM_015535	Q9NUQ6
SPC24	5	actin cytoskeleton, cytosol	-	-	147841	127093	HGNC:26913	NM_182513	Q8NBT2
SPC25	12	centrosome	1	no prediction	57405	121507	HGNC:24031	NM_020675	Q9HBM1
SPCS2	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	9789	115133	HGNC:28962	NM_014752	Q15005
SPCS3	6	ER lumen	4	ER lumen	60559	121940	HGNC:26212	NM_021928	P61009
SPDL1	15	nuclear outer membrane-ER membrane network	1	no prediction	54908	120253	HGNC:26010	NM_017785	Q96EA4
SPECC1	1	cell junction	1	no prediction	92521	124953	HGNC:30615	NM_152904	Q5M775
SPECC1L	17	microtubule cytoskeleton	1	no prediction	23384	116960	HGNC:29022	NM_015330	Q69YQ0
SPEN	10	nuclear body	22	chromatin, nucleoplasm	23013	116655	HGNC:17575	NM_015001	Q96T58
SPG11	7	endosome, lysosome	18	endosome, lysosome	80208	123177	HGNC:11226	NM_001160227	Q96JI7
SPG21	7	endosome, lysosome	18	endosome, lysosome	51324	119474	HGNC:20373	NM_016630	Q9NZD8
SPICE1	12	centrosome	1	no prediction	152185	127433	HGNC:25083	NM_144718	Q8N0Z3
SPIRE2	20	early endosome, recycling endosome	18	endosome, lysosome	84501	124102	HGNC:30623	NM_032451	Q8WWL2
SPNS1	7	endosome, lysosome	18	endosome, lysosome	83985	123836	HGNC:30621	NM_032038	Q9H2V7
SPRED2	11	plasma membrane	20	cell junction, plasma membrane	200734	128344	HGNC:17722	NM_001128210	Q7Z698
SPRY1	7	endosome, lysosome	18	endosome, lysosome	10252	115546	HGNC:11269	NM_001258038	O43609
SPRY2	11	plasma membrane	20	cell junction, plasma membrane	10253	115547	HGNC:11270	NM_001318536	O43597
SPRY4	11	plasma membrane	18	endosome, lysosome	81848	123599	HGNC:15533	NM_001127496	Q9C004
SPRYD4	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	283377	129542	HGNC:27468	NM_207344	Q8WW59
SPTAN1	1	cell junction	20	cell junction, plasma membrane	6709	112587	HGNC:11273	NM_003127	Q13813
SPTBN1	11	plasma membrane	20	cell junction, plasma membrane	6711	112589	HGNC:11275	NM_003128	Q01082
SPTBN2	11	plasma membrane	20	cell junction, plasma membrane	6712	112590	HGNC:11276	NM_006946	O15020
SPTBN5	9	nucleoplasm	-	-	51332	119479	HGNC:15680	NM_016642	Q9NRC6
SPTLC1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	10558	115809	HGNC:11277	NM_006415	O15269
SPTLC2	3	ER membrane	19	nuclear outer membrane-ER membrane network	9517	114894	HGNC:11278	NM_004863	O15270
SPTY2D1	8	nucleolus	3	splicing speckles, nucleolus	144108	126830	HGNC:26818	NM_194285	Q68D10
SQSTM1	14	Golgi apparatus	-	-	8878	114397	HGNC:11280	NM_001142298	Q13501
SRBD1	9	nucleoplasm	22	chromatin, nucleoplasm	55133	120439	HGNC:25521	NM_018079	Q8N5C6
SRC	11	plasma membrane	20	cell junction, plasma membrane	6714	112592	HGNC:11283	NM_005417	P12931
SRCAP	9	nucleoplasm	22	chromatin, nucleoplasm	10847	116058	HGNC:16974	NM_006662	Q6ZRS2
SRCIN1	1	cell junction	20	cell junction, plasma membrane	80725	123275	HGNC:29506	NM_025248	Q9C0H9
SREK1	10	nuclear body	23	spliceosomal complex II	140890	126754	HGNC:17882	NM_001077199	Q8WXA9
SRFBP1	8	nucleolus	3	splicing speckles, nucleolus	153443	127495	HGNC:26333	NM_152546	Q8NEF9
SRGAP1	12	centrosome	10	centrosome	57522	121583	HGNC:17382	NM_001346201	Q7Z6B7
SRGAP2	1	cell junction	-	-	23380	116956	HGNC:19751	NM_015326	O75044
SRP54	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6729	112607	HGNC:11301	NM_003136	P61011
SRP72	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6731	112609	HGNC:11303	NM_001267722	O76094
SRPK1	16	cytoplasmic ribonucleoprotein granule	1	no prediction	6732	112610	HGNC:11305	NM_003137	Q96SB4
SRPK2	5	actin cytoskeleton, cytosol	1	no prediction	6733	112611	HGNC:11306	NM_182691	P78362
SRPRA	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6734	112612	HGNC:11307	NM_003139	P08240
SRPRB	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	58477	121810	HGNC:24085	NM_021203	Q9Y5M8
SRRM1	10	nuclear body	3	splicing speckles, nucleolus	10250	115544	HGNC:16638	NM_005839	Q8IYB3
SRRM2	10	nuclear body	3	splicing speckles, nucleolus	23524	117071	HGNC:16639	NM_016333	Q9UQ35
SRRT	10	nuclear body	1	no prediction	51593	119626	HGNC:24101	NM_015908	Q9BXP5
SRSF10	10	nuclear body	22	chromatin, nucleoplasm	10772	115990	HGNC:16713	NM_006625	O75494
SRSF11	10	nuclear body	3	splicing speckles, nucleolus	9295	114709	HGNC:10782	NM_004768	Q05519
SRSF2	2	chromatin	-	-	6427	112325	HGNC:10783	NM_003016	Q01130
SRSF3	10	nuclear body	1	no prediction	6428	112326	HGNC:10785	NM_003017	P84103
SRSF4	10	nuclear body	22	chromatin, nucleoplasm	6429	112327	HGNC:10786	NM_005626	Q08170
SRSF6	10	nuclear body	23	spliceosomal complex II	6431	112329	HGNC:10788	NM_006275	Q13247
SRSF7	10	nuclear body	22	chromatin, nucleoplasm	6432	112330	HGNC:10789	NM_001031684	Q16629
SRSF9	10	nuclear body	8	paraspeckles	8683	114231	HGNC:10791	NM_003769	Q13242
SSB	2	chromatin	22	chromatin, nucleoplasm	6741	112619	HGNC:11316	NM_003142	P05455
SSBP1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	6742	112620	HGNC:11317	NM_003143	Q04837
SSFA2	15	nuclear outer membrane-ER membrane network	1	no prediction					
SSH2	19	miscellaneous	1	no prediction	85464	124548	HGNC:30580	NM_033389	Q76I76
SSR1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6745	112623	HGNC:11323	NM_001292008	P43307
SSR3	15	nuclear outer membrane-ER membrane network	1	no prediction	6747	112625	HGNC:11325	NM_007107	Q9UNL2
SSR4	9	nucleoplasm	-	-	6748	112626	HGNC:11326	NM_006280	P51571
SSRP1	2	chromatin	22	chromatin, nucleoplasm	6749	112627	HGNC:11327	NM_003146	Q08945
SSX2IP	12	centrosome	10	centrosome	117178	125567	HGNC:16509	NM_014021	Q9Y2D8
ST13	19	miscellaneous	1	no prediction	6767	112644	HGNC:11343	NM_003932	P50502
ST7	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	7982	113695	HGNC:11351	NM_021908	Q9NRC1
STAG1	2	chromatin	1	no prediction	10274	115564	HGNC:11354	NM_005862	Q8WVM7
STAG2	9	nucleoplasm	22	chromatin, nucleoplasm	10735	115958	HGNC:11355	NM_006603	Q8N3U4
STAM	14	Golgi apparatus	9	Golgi apparatus	8027	113722	HGNC:11357	NM_003473	Q92783
STAM2	14	Golgi apparatus	9	Golgi apparatus	10254	115548	HGNC:11358	NM_005843	O75886
STARD3	7	endosome, lysosome	18	endosome, lysosome	10948	116148	HGNC:17579	NM_001165937	Q14849
STARD7	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	56910	121238	HGNC:18063	NM_020151	Q9NQZ5
STAT2	5	actin cytoskeleton, cytosol	1	no prediction	6773	112650	HGNC:11363	NM_005419	P52630
STAU1	16	cytoplasmic ribonucleoprotein granule	1	no prediction	6780	112657	HGNC:11370	NM_017453	O95793
STAU2	16	cytoplasmic ribonucleoprotein granule	1	no prediction	27067	117978	HGNC:11371	NM_001164380	Q9NUL3
STBD1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	8987	114469	HGNC:24854	NM_003943	O95210
STEAP1	14	Golgi apparatus	9	Golgi apparatus	26872	117921	HGNC:11378	NM_012449	Q9UHE8
STEAP2	11	plasma membrane	-	-	261729	129285	HGNC:17885	NM_152999	Q8NFT2
STEAP3	11	plasma membrane	20	cell junction, plasma membrane	55240	120533	HGNC:24592	NM_018234	Q658P3
STIL	12	centrosome	14	centrosome enriched, P-body enriched	6491	112382	HGNC:10879	NM_003035	Q15468
STIM1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6786	112662	HGNC:11386	NM_003156	Q13586
STIM2	15	nuclear outer membrane-ER membrane network	-	-	57620	121666	HGNC:19205	NM_020860	Q9P246
STIP1	19	miscellaneous	1	no prediction	10963	116162	HGNC:11387	NM_006819	P31948
STK10	11	plasma membrane	20	cell junction, plasma membrane	6793	112669	HGNC:11388	NM_005990	O94804
STK11IP	7	endosome, lysosome	18	endosome, lysosome	114790	125352	HGNC:19184	NM_052902	Q8N1F8
STK24	5	actin cytoskeleton, cytosol	16	STRIPAK complex	8428	114011	HGNC:11403	NM_003576	Q9Y6E0
STK25	13	mitochondrial outer membrane, peroxisome	-	-	10494	115757	HGNC:11404	NM_006374	O00506
STK3	5	actin cytoskeleton, cytosol	-	-	6788	112664	HGNC:11406	NM_006281	Q13188
STK38	5	actin cytoskeleton, cytosol	-	-	11329	116457	HGNC:17847	NM_007271	Q15208
STMN1	5	actin cytoskeleton, cytosol	-	-	3925	110119	HGNC:6510	NM_005563	P16949
STOM	14	Golgi apparatus	9	Golgi apparatus	2040	108354	HGNC:3383	NM_004099	P27105
STOML2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	30968	119062	HGNC:14559	NM_013442	Q9UJZ1
STON1-GTF2A1L	11	plasma membrane	20	cell junction, plasma membrane	286749	130414	HGNC:30651	NM_001198593	
STON2	1	cell junction	6	clathrin coat	85439	124526	HGNC:30652	NM_033104	Q8WXE9
STRAP	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	11171	116342	HGNC:30796	NM_007178	Q9Y3F4
STRBP	10	nuclear body	8	paraspeckles	55342	120623	HGNC:16462	NM_001171137	Q96SI9
STRIP1	9	nucleoplasm	16	STRIPAK complex	85369	124497	HGNC:25916	NM_033088	Q5VSL9
STRIP2	9	nucleoplasm	16	STRIPAK complex	57464	121534	HGNC:22209	NM_001134336	Q9ULQ0
STRN	5	actin cytoskeleton, cytosol	16	STRIPAK complex	6801	112674	HGNC:11424	NM_003162	O43815
STRN3	9	nucleoplasm	16	STRIPAK complex	29966	118999	HGNC:15720	NM_014574	Q13033
STRN4	5	actin cytoskeleton, cytosol	16	STRIPAK complex	29888	118941	HGNC:15721	NM_001039877	Q9NRL3
STT3A	3	ER membrane	19	nuclear outer membrane-ER membrane network	3703	109908	HGNC:6172	NM_152713	P46977
STT3B	3	ER membrane	19	nuclear outer membrane-ER membrane network	201595	128394	HGNC:30611	NM_178862	Q8TCJ2
STUB1	19	miscellaneous	-	-	10273	115563	HGNC:11427	NM_005861	Q9UNE7
STX10	14	Golgi apparatus	18	endosome, lysosome	8677	114225	HGNC:11428	NM_003765	O60499
STX12	7	endosome, lysosome	18	endosome, lysosome	23673	117191	HGNC:11430	NM_177424	Q86Y82
STX17	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	55014	120346	HGNC:11432	NM_017919	P56962
STX18	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	53407	119782	HGNC:15942	NM_001346281	Q9P2W9
STX3	11	plasma membrane	18	endosome, lysosome	6809	112678	HGNC:11438	NM_004177	Q13277
STX4	11	plasma membrane	1	no prediction	6810	112679	HGNC:11439	NM_004604	Q12846
STX5	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6811	112680	HGNC:11440	NM_003164	Q13190
STX6	7	endosome, lysosome	18	endosome, lysosome	10228	115522	HGNC:11441	NM_005819	O43752
STX7	7	endosome, lysosome	18	endosome, lysosome	8417	114003	HGNC:11442	NM_001326578	O15400
STX8	7	endosome, lysosome	18	endosome, lysosome	9482	114867	HGNC:11443	NM_004853	Q9UNK0
STXBP3	1	cell junction	20	cell junction, plasma membrane	6814	112683	HGNC:11446	NM_007269	O00186
STXBP4	12	centrosome	1	no prediction	252983	128947	HGNC:19694	NM_178509	Q6ZWJ1
STXBP5	1	cell junction	20	cell junction, plasma membrane	134957	126417	HGNC:19665	NM_001127715	Q5T5C0
SUB1	8	nucleolus	22	chromatin, nucleoplasm	10923	116127	HGNC:19985	NM_006713	P53999
SUCLA2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	8803	114331	HGNC:11448	NM_003850	Q9P2R7
SUCLG2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	8801	114329	HGNC:11450	NM_003848	Q96I99
SUCO	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	51430	119536	HGNC:1240	NM_016227	Q9UBS9
SUGP1	10	nuclear body	22	chromatin, nucleoplasm	57794	121767	HGNC:18643	NM_021164	Q8IWZ8
SUGP2	10	nuclear body	22	chromatin, nucleoplasm	10147	115449	HGNC:18641	NM_001017392	Q8IX01
SUGT1	19	miscellaneous	1	no prediction	10910	116115	HGNC:16987	NM_001130912	Q9Y2Z0
SULT1A1	19	miscellaneous	-	-	6817	112686	HGNC:11453	NM_001055	P50225
SULT1A2	19	miscellaneous	-	-	6799	112673	HGNC:11454	NM_001054	P50226
SUMF2	6	ER lumen	4	ER lumen	25870	117386	HGNC:20415	NM_015411	Q8NBJ7
SUMO1	5	actin cytoskeleton, cytosol	-	-	7341	113188	HGNC:12502	NM_003352	P63165
